name,team_name,league,registered_position,age,speed,acceleration,dribbling,ball_control,low_pass,finishing,defensive_awareness,physical_contact,stamina,kicking_power,heading,tight_possession
A. NUHIU,Free Agents,Free Agent,CF,31,57,53,72,68,67,70,49,91,77,72,77,74
I. EZEKIEL,KORTRIJK,Jupiler Pro League,CF,27,89,87,74,70,68,69,45,65,71,74,65,73
J. CORDOVAL,CHÂTEAUROUX,Ligue 2 BKT,RB,29,78,79,65,67,68,50,67,61,77,60,61,74
M. SMITH,MILLWALL BW,English 2nd Division,CF,31,65,61,62,69,68,69,55,90,79,77,85,64
P. OLKOWSKI,GAZİANTEP FK,Süper Lig,RB,30,79,72,67,68,69,60,66,70,79,69,62,64
C. DUNNE,MOTHERWELL,Scottish Premiership,CB,27,80,77,52,59,57,49,75,78,71,64,75,56
T. ROWE,BRISTOL R,English 2nd Division,CMF,32,73,76,69,71,68,63,68,70,74,72,67,72
W. GRIGG,Free Agents,Free Agent,CF,29,77,78,68,67,64,70,52,76,80,73,71,65
S. SLAVCHEV,Free Agents,Free Agent,DMF,27,62,61,65,71,73,63,72,75,77,67,63,67
D. RUSSO,JUVE STABIA,Serie BKT,GK,33,65,65,53,52,55,50,50,77,56,73,61,52
SAÚL GARCÍA,ÁLAVA AB,Spanish League,LB,26,74,75,67,69,70,58,64,69,77,67,61,65
A. DONA N'DOH,NANCY,Ligue 2 BKT,CF,34,70,72,69,71,65,73,48,80,72,76,73,68
L. PELTIER,WEST BROMWICH WB,English League,RB,34,69,68,68,67,69,55,72,64,74,67,70,65
G. ZAJKOV,SPORTING CHARLEROI,Jupiler Pro League,CB,25,74,68,60,63,64,52,72,80,70,76,77,58
ARIDAI CABRERA,LAS PALMAS AA,Spanish 2nd Division,RWF,32,78,82,76,72,63,72,45,60,71,67,63,64
WEI SHIHAO,GUANGZHOU EVERGRANDE,CFA Super League,LWF,25,85,78,72,69,67,65,45,62,75,72,61,73
JAIRO IZQUIERDO,GIRONA R,Spanish 2nd Division,LMF,27,83,85,74,72,67,65,56,65,71,66,60,70
V. VASIĆ,ROYAL EXCEL MOUSCRON,Jupiler Pro League,GK,30,57,54,44,50,54,40,55,74,68,81,61,47
S. BENEDETTI,PISA,Serie BKT,CB,28,70,68,62,65,65,55,73,80,72,66,73,61
D. AGAZZI,LIVORNO,Serie BKT,CMF,27,74,74,69,68,73,64,63,67,77,73,61,69
G. DI NOIA,CHIEVO,Serie BKT,CMF,26,72,73,66,69,72,67,69,67,78,74,67,68
LI ANG,JIANGSU SUNING,CFA Super League,CB,27,69,66,64,62,63,57,73,83,75,70,72,55
N. IOANNOU,Free Agents,Free Agent,LB,25,70,73,63,65,63,58,65,73,74,78,75,68
O. MARCIANO,HIBERNIAN,Scottish Premiership,GK,31,60,57,43,55,59,45,56,74,65,73,75,52
E. PALOMINO,BOYACÁ CHICÓ,Liga BetPlay DIMAYOR,LWF,34,77,80,70,68,65,70,54,63,68,72,61,65
M. CROOKS,ROTHERHAM RW,English 2nd Division,CMF,26,69,72,69,72,72,66,57,79,77,76,70,65
F. DI TACCHIO,SALERNITANA,Serie BKT,DMF,30,73,68,67,66,70,58,66,80,77,77,66,65
G. GAUDINO,YOUNG BOYS,Raiffeisen Super League,CMF,24,69,74,70,74,78,61,51,61,71,74,60,73
S. MAY,ST. JOHNSTONE,Scottish Premiership,CF,28,74,71,69,70,67,70,49,70,78,72,72,67
J. MCEACHRAN,BIRMINGHAM B,English 2nd Division,CMF,27,70,73,70,72,68,60,64,62,75,71,61,70
LUISMI,VALLADOLID MB,Spanish League,DMF,28,72,71,67,70,70,63,72,67,74,69,73,65
G. BYERS,SWANSEA W,English 2nd Division,CMF,24,70,73,68,70,73,62,63,65,81,74,66,66
J. HARDEVELD,HERACLES,Eredivisie,LB,25,72,68,68,66,67,62,70,71,69,71,72,60
L. BOYÉ,Free Agents,Free Agent,CF,24,77,79,76,74,68,68,48,75,76,74,68,77
M. HALLBERG,HIBERNIAN,Scottish Premiership,CMF,25,71,69,68,69,74,64,65,69,77,75,71,66
CARLOS NIETO,ZARAGOZA BA,Spanish 2nd Division,LB,24,75,74,65,67,67,58,65,77,77,71,63,63
D. CAVARÉ,SION,Raiffeisen Super League,RB,25,77,75,64,67,65,54,64,80,77,67,65,60
L. GREGORY,STOKE RW,English 2nd Division,CF,32,73,70,63,70,64,70,54,81,76,72,70,66
A. KHAGUSH,ARSENAL TULA,Tinkoff Russian Premier Liga,RB,34,70,74,65,67,68,53,73,72,76,64,67,65
M. ŠITUM,KAYSERİSPOR,Süper Lig,LWF,28,82,80,72,68,67,64,58,62,79,72,61,66
Y. BAMMOU,CAEN,Ligue 2 BKT,CF,29,73,70,72,67,67,72,50,73,72,74,74,66
F. DAVID,CHAMBLY,Ligue 2 BKT,SS,28,74,75,72,70,70,68,50,69,74,73,65,71
G. KYEI,SERVETTE,Raiffeisen Super League,CF,25,75,71,67,70,63,72,48,80,70,78,76,65
V. SLIVKA,Free Agents,Free Agent,CMF,25,68,70,71,73,75,65,63,72,77,72,69,69
THALES,PARANÁ,BRASILEIRÃO SÉRIE B 2020,CB,27,70,65,59,61,61,60,74,81,69,73,78,58
H. MOSQUERA,CÚCUTA DEPORTIVO,Liga BetPlay DIMAYOR,CB,33,68,64,58,61,65,54,73,83,73,65,76,62
RAFAEL PEREIRA,AVAÍ,BRASILEIRÃO SÉRIE B 2020,CB,36,65,68,63,65,67,60,73,77,66,76,75,61
V. JOVOVIĆ,Free Agents,Free Agent,LWF,26,74,78,73,71,70,67,53,63,69,71,62,70
N. MIRACCO,ARSENAL DE SARANDÍ,Liga Profesional de Fútbol,CF,29,72,75,69,72,71,71,45,74,76,78,75,64
S. ROSALES,CENTRAL CÓRDOBA SDE,Liga Profesional de Fútbol,LWF,25,75,78,77,75,65,64,46,65,70,75,71,69
G. CANTO,PATRONATO,Liga Profesional de Fútbol,CB,26,70,73,67,63,66,62,71,77,74,72,76,60
M. LÓPEZ,ALDOSIVI,Liga Profesional de Fútbol,CB,25,72,67,61,64,68,45,74,80,81,71,76,58
Z. LÓPEZ,DEPORTES LA SERENA,Campeonato PlanVital,GK,22,65,68,56,58,64,40,68,75,60,80,62,57
ZOU ZHENG,GUANGZHOU R&F,CFA Super League,LB,32,76,72,65,67,64,55,65,65,73,66,65,70
CHENG YUELEI,GUANGZHOU R&F,CFA Super League,GK,33,62,60,44,48,51,41,43,78,57,68,60,46
FENG ZHUOYI,HENAN JIANYE,CFA Super League,CMF,31,72,73,66,71,71,64,68,70,73,68,64,69
ZHANG CHI,SHANDONG LUNENG TAISHAN,CFA Super League,RB,33,73,71,68,69,67,61,66,69,73,70,60,68
M. ORDÓÑEZ,DEPORTIVO PEREIRA,Liga BetPlay DIMAYOR,CMF,30,68,68,68,73,73,69,60,70,70,77,61,71
C. PÉREZ,BOYACÁ CHICÓ,Liga BetPlay DIMAYOR,CB,35,66,68,56,63,65,51,75,79,68,69,71,59
BETO DA SILVA,ALIANZA LIMA,Other Latin American Teams,CF,24,77,78,75,75,69,69,44,65,70,70,66,77
L. GUERRA,DEPORTES ANTOFAGASTA,Campeonato PlanVital,SS,24,77,79,73,73,68,68,45,62,74,72,57,74
J. STOCKLEY,PRESTON WB,English 2nd Division,CF,27,69,66,62,67,64,69,49,84,81,76,77,59
EDU MACHADO,Free Agents,Free Agent,RB,30,72,72,68,67,67,62,66,66,70,71,68,66
LUÍS MACHADO,MOREIRENSE,Liga NOS,RWF,28,80,82,76,73,63,61,56,60,81,73,60,74
VAGNER,CHAPECOENSE,BRASILEIRÃO SÉRIE B 2020,GK,31,59,58,58,57,58,40,63,75,59,64,70,46
PABLO DYEGO,FLUMINENSE,BRASILEIRÃO ASSAÍ 2020,SS,26,83,81,71,65,66,70,58,75,73,73,60,69
NALDO,BOTAFOGO SP,BRASILEIRÃO SÉRIE B 2020,DMF,30,70,69,64,67,68,61,75,83,75,72,75,63
O. ANDRIEVSKYI,DYNAMO KYIV,Other European Leagues,CMF,26,71,75,65,73,72,64,61,63,76,78,63,70
F. SAAVEDRA,DEPORTES IQUIQUE,Campeonato PlanVital,LB,24,78,75,67,68,65,60,67,68,72,70,60,63
GERARD VALENTÍN,LA CORUÑA AB,Spanish 2nd Division,RB,27,88,80,68,68,67,56,64,62,77,70,60,63
DAVID ROCHA,EXTREMADURA AR,Spanish 2nd Division,CMF,35,68,72,61,72,74,56,69,73,82,75,60,67
S. MYAKUSHKO,ALCORCÓN AA,Spanish 2nd Division,RMF,27,75,77,71,72,70,67,50,63,77,70,61,74
A. HOXHA,Free Agents,Free Agent,GK,33,54,48,43,46,50,40,49,82,59,83,68,43
C. LEPOINT,KORTRIJK,Jupiler Pro League,AMF,36,60,55,64,68,74,66,74,84,71,78,81,70
MARCÃO,SPORT RECIFE,BRASILEIRÃO ASSAÍ 2020,DMF,29,74,72,65,65,66,59,70,79,78,76,67,61
A. VASYUTIN,ZENIT,Tinkoff Russian Premier Liga,GK,25,68,60,60,60,68,40,65,83,62,81,60,51
DERIK OSEDE,NUMANCIA R,Spanish 2nd Division,CB,27,75,68,64,67,68,60,73,72,80,68,66,66
ANDRÉS PRIETO,BIRMINGHAM B,English 2nd Division,GK,27,62,57,58,57,61,40,65,75,64,70,70,53
K. BOTO,AUXERRE,Ligue 2 BKT,LB,24,78,77,66,65,68,50,68,74,76,67,67,65
GUSTAVINHO,SAMPAIO CORRÊA,BRASILEIRÃO SÉRIE B 2020,LWF,24,78,80,75,68,67,70,50,64,73,73,63,67
I. ALBA,JAGUARES DE CÓRDOBA,Liga BetPlay DIMAYOR,RB,25,75,74,62,64,64,58,71,72,74,69,64,60
E. ASSIFUAH,PAU,Ligue 2 BKT,LMF,27,86,88,70,68,64,66,47,66,71,72,62,67
N. CANELÓN,SANTIAGO WANDERERS,Campeonato PlanVital,RWF,29,73,76,71,71,68,68,51,65,73,67,62,70
LEONAN,AVAÍ,BRASILEIRÃO SÉRIE B 2020,LB,25,78,80,67,63,65,60,58,70,76,68,60,65
B. BARKER,RANGERS,Scottish Premiership,LWF,24,86,83,74,71,65,66,50,61,70,62,60,67
JAVI MUÑOZ,ÁLAVA AB,Spanish League,CMF,25,72,73,66,75,73,59,58,63,75,75,60,73
N. CONTINI,NAPOLI,Serie A TIM,GK,24,63,62,51,54,58,41,50,76,56,79,60,48
G. PANICO,Free Agents,Free Agent,SS,23,74,77,75,74,67,70,49,66,74,72,64,73
S. ROMÁN,ONCE CALDAS,Liga BetPlay DIMAYOR,GK,25,59,58,60,58,58,40,67,70,59,81,60,54
DANI CALVO,ELCHE BV,Spanish 2nd Division,CB,26,68,66,63,64,66,51,72,82,72,68,74,61
ZHANG XIUWEI,GUANGZHOU EVERGRANDE,CFA Super League,CMF,24,72,72,66,72,71,62,65,65,75,70,63,71
S. PALOMBI,Free Agents,Free Agent,CF,24,75,77,69,72,67,72,46,73,76,75,73,67
ARTHUR REZENDE,GUARANI,BRASILEIRÃO SÉRIE B 2020,AMF,26,69,71,69,75,73,69,53,67,70,68,60,68
ADRYELSON,SPORT RECIFE,BRASILEIRÃO ASSAÍ 2020,CB,22,69,70,62,63,69,55,75,75,71,69,74,61
R. NYAMBE,BLACKBURN BW,English 2nd Division,RB,23,78,75,63,65,65,53,68,74,74,65,64,62
CARLOS JATOBÁ,CRB,BRASILEIRÃO SÉRIE B 2020,DMF,25,75,75,69,70,70,61,67,71,75,68,70,67
AITOR BUÑUEL,SANTANDER VB,Spanish 2nd Division,RB,22,76,80,70,68,66,56,63,60,77,68,60,65
DIEGO,AMÉRICA MINEIRO,BRASILEIRÃO SÉRIE B 2020,RB,24,80,79,68,67,65,64,60,66,71,71,64,65
MOISÉS,JUVENTUDE,BRASILEIRÃO SÉRIE B 2020,DMF,26,70,68,65,69,70,59,70,75,76,68,68,65
JUNIO ROCHA,RIO AVE,Liga NOS,RB,23,74,76,65,67,66,56,60,70,79,76,69,63
M. CAMPOS LOPEZ,PALESTINO,Campeonato PlanVital,CF,29,70,68,69,70,65,73,45,78,75,76,77,67
W. PONCE,DEPORTES LA SERENA,Campeonato PlanVital,CF,22,75,74,68,68,65,76,50,70,71,70,68,65
Z. MACHACH,NAPOLI,Serie A TIM,SS,24,71,72,77,75,71,64,58,71,67,67,60,76
CHIRIVELLA,NANTES,Ligue 1 Uber Eats,DMF,23,69,72,72,70,72,60,60,65,70,70,61,70
M. FEDELE,VALENCIENNES,Ligue 2 BKT,CMF,28,71,70,66,69,72,61,64,82,78,72,66,70
K. MEDEL,DEPORTES LA SERENA,Campeonato PlanVital,DMF,24,68,67,66,66,71,60,70,70,74,70,66,67
A. HALME,BARNSLEY R,English 2nd Division,CB,22,63,61,61,64,67,57,72,82,77,68,77,57
D. GLAZER,Free Agents,Free Agent,DMF,24,65,68,65,70,70,60,66,70,78,71,62,68
WASHINGTON SANTANA,CRB,BRASILEIRÃO SÉRIE B 2020,CMF,31,75,74,71,67,72,61,66,75,75,68,63,68
NENÊ BONILHA,FORTALEZA,BRASILEIRÃO ASSAÍ 2020,CMF,28,67,70,68,73,73,63,64,68,74,71,60,75
J. LUMLEY,QUEEN'S PARK BW,English 2nd Division,GK,25,62,59,49,55,51,42,45,71,58,72,62,46
A. ZEDADKA,CLERMONT,Ligue 2 BKT,RB,25,82,83,67,64,65,54,65,68,75,66,60,62
E. HACKMAN,PORTIMONENSE,Liga NOS,RB,25,77,75,65,65,63,55,64,75,75,68,81,63
F. RAICEVIC,LIVORNO,Serie BKT,CF,27,70,66,69,72,65,74,50,78,72,74,78,69
E. KASTRATI,TRAPANI,Serie BKT,GK,23,63,59,45,48,53,41,49,73,56,68,60,45
L. VIGNALI,SPEZIA,Serie BKT,RB,24,76,73,68,68,70,58,67,72,75,66,63,63
M. FIRENZE,SALERNITANA,Serie BKT,CMF,27,75,75,69,72,73,66,55,67,77,73,63,73
K. LARSEN,OB,3F Superliga,CB,27,69,75,55,65,64,54,69,83,66,68,77,63
M. O'LEARY,BRISTOL R,English 2nd Division,GK,24,62,58,43,54,53,40,60,72,53,71,60,46
E. NTIM,VALENCIENNES,Ligue 2 BKT,CB,24,78,77,64,66,69,52,72,73,74,62,71,65
G. CELIS,DEPORTES TOLIMA,Liga BetPlay DIMAYOR,DMF,27,70,70,67,69,73,59,66,73,78,73,62,66
S. SLUGA,LUTON WO,English 2nd Division,GK,27,60,55,47,53,57,40,50,79,61,79,70,48
M. EMRELI,Free Agents,Free Agent,RWF,23,81,83,72,71,69,69,50,70,72,75,62,68
M. PENNINGTON,EVERTON B,English League,CB,26,70,67,62,68,66,50,75,69,81,64,74,58
R. HERNÁNDEZ,ABERDEEN,Scottish Premiership,RB,23,80,80,66,68,66,57,65,70,74,60,66,65
Y. THOELEN,MECHELEN,Jupiler Pro League,GK,30,62,56,46,49,50,41,43,78,58,81,60,48
KAIO,PARANÁ,BRASILEIRÃO SÉRIE B 2020,CMF,25,75,74,73,71,74,64,61,66,70,68,63,69
E. ROLÓN,MÁLAGA AB,Spanish 2nd Division,DMF,25,73,76,67,73,69,59,68,66,80,68,63,67
A. FONTANA,BANFIELD,Liga Profesional de Fútbol,CF,24,75,78,72,73,63,76,49,68,73,69,66,65
N. ZANELLATO,CROTONE,Serie BKT,CMF,22,73,72,72,75,70,63,63,72,75,73,67,72
L. ALGOZINO,UNIÓN,Liga Profesional de Fútbol,RMF,25,78,77,73,74,65,62,60,63,73,70,61,75
I. DIALLO,AJACCIO,Ligue 2 BKT,CB,23,76,75,63,60,62,50,72,75,75,71,74,65
ARITZ CASTRO,ÁLAVA AB,Spanish League,GK,22,59,64,47,49,59,45,55,72,63,65,60,47
M. MANGRAVITI,BRESCIA BA,Serie A TIM,CB,22,71,69,66,66,67,57,70,79,73,71,74,65
TRAVER,GIJÓN RB,Spanish 2nd Division,RWF,27,74,75,73,69,67,64,58,72,70,72,60,72
JONATHAN MONTIEL,VALLECAS BR,Spanish 2nd Division,AMF,22,76,79,74,69,71,68,54,62,74,73,60,68
F. COSTA,PATRONATO,Liga Profesional de Fútbol,GK,32,67,63,49,51,55,49,62,82,62,77,60,49
L. GRIMSHAW,MOTHERWELL,Scottish Premiership,RB,25,70,70,63,68,68,59,73,76,76,64,72,65
J. MORRELL,BRISTOL R,English 2nd Division,CMF,23,73,69,67,71,72,60,61,65,76,70,64,70
RICARDINHO,GUARANI,BRASILEIRÃO SÉRIE B 2020,CMF,31,75,76,70,70,71,70,67,68,78,75,63,68
F. CAMBESES,HURACÁN,Liga Profesional de Fútbol,GK,23,68,74,57,58,61,40,56,76,62,80,60,50
DIEGO CABALLO,ALBACETE BN,Spanish 2nd Division,LB,26,75,74,67,66,70,60,65,63,75,68,67,63
Y. BAVIN,URAL,Tinkoff Russian Premier Liga,CMF,26,79,75,70,73,73,67,60,65,75,80,65,74
FRANCIS,BOTAFOGO SP,BRASILEIRÃO SÉRIE B 2020,RWF,30,77,77,72,71,64,73,54,67,70,71,69,70
A. GREEN,ASTON RB,English League,LWF,22,84,86,74,69,66,63,54,63,73,68,63,73
JOEL PEREIRA,HUDDERSFIELD BW,English 2nd Division,GK,24,60,62,48,50,58,45,58,75,58,75,68,53
GU CHAO,JIANGSU SUNING,CFA Super League,GK,31,60,62,44,46,49,42,44,81,56,70,70,46
XIE PENGFEI,JIANGSU SUNING,CFA Super League,LMF,27,75,78,73,70,69,64,58,66,74,66,60,67
JUAN FERNÁNDEZ,ALMERÍA RB,Spanish 2nd Division,CB,25,74,69,59,62,68,52,75,72,71,67,74,58
PABLO LARREA,PONFERRADA AB,Spanish 2nd Division,CMF,26,72,71,67,75,77,64,59,67,74,76,60,68
ROBERTO OLABE,EIBAR AR,Spanish League,CMF,24,75,75,63,74,69,67,52,73,66,77,64,71
G. ZIGONI,VENEZIA,Serie BKT,CF,29,69,67,68,72,64,75,48,79,72,75,77,65
K. CISSÉ,HELLAS VERONA,Serie A TIM,CF,32,76,76,69,68,66,70,49,78,72,74,71,67
UNAI ELGEZABAL,ALCORCÓN AA,Spanish 2nd Division,CB,27,72,71,63,65,71,55,74,73,75,70,72,63
M. VARNIER,Free Agents,Free Agent,CB,22,70,69,64,67,69,55,73,75,72,70,75,62
L. BOYCE,Free Agents,Free Agent,CF,29,74,72,64,67,62,73,48,78,69,72,73,65
A. GERSBACH,AGF,3F Superliga,LB,23,83,80,67,65,62,51,68,70,73,64,62,58
DING HAIFENG,GUANGZHOU R&F,CFA Super League,LB,29,72,75,67,67,66,54,68,63,73,70,66,70
A. NEDYALKOV,Free Agents,Free Agent,LB,27,69,72,63,71,71,52,67,62,78,73,66,67
T. CHOW,HENAN JIANYE,CFA Super League,DMF,26,65,64,68,70,70,64,66,74,74,67,73,67
ÁLVARO JIMÉNEZ,ALBACETE BN,Spanish 2nd Division,RWF,25,78,82,75,73,70,65,56,61,68,67,71,69
G. MISURACA,PORDENONE,Serie BKT,CMF,30,68,69,71,74,73,64,60,70,73,74,63,72
LUCAS POSSIGNOLO,PORTIMONENSE,Liga NOS,CB,26,66,64,63,66,69,54,73,72,73,71,73,62
R. BOCALON,VENEZIA,Serie BKT,CF,31,76,76,68,71,65,74,47,74,76,76,73,64
J. DEMETRIOU,Free Agents,Free Agent,RB,33,74,75,65,64,64,59,64,67,77,72,61,68
J. ARCHER,FULHAM W,English League,GK,27,53,50,44,50,50,41,54,70,57,68,70,46
B. THOMPSON,MILLWALL BW,English 2nd Division,CMF,25,79,76,69,71,72,59,59,67,80,70,65,66
M. WATKINS,ABERDEEN,Scottish Premiership,RMF,30,79,81,72,67,68,64,51,63,78,68,64,69
A. ARAUJO,TALLERES DE CÓRDOBA,Liga Profesional de Fútbol,LWF,28,80,86,80,73,70,65,50,63,67,68,60,60
G. FOFANA,GUINGAMP,Ligue 2 BKT,CMF,28,72,69,71,72,73,61,71,80,76,70,66,70
FELIPE ARARUNA,READING BW,English 2nd Division,RB,24,75,76,65,70,70,57,64,64,76,71,63,67
LUCAS KAL,MADEIRA BP,Liga NOS,CB,24,69,71,61,69,69,51,75,75,71,70,70,61
B. WOODBURN,LIVERPOOL R,English League,AMF,21,75,82,73,74,70,66,50,65,72,70,60,70
LÉO PRÍNCIPE,CRB,BRASILEIRÃO SÉRIE B 2020,RB,24,75,75,71,67,68,56,63,67,75,70,60,66
D. KOTARSKI,AJAX,Eredivisie,GK,20,59,64,60,58,58,40,65,74,69,72,60,46
BORJA SÁNCHEZ,OVIEDO A,Spanish 2nd Division,AMF,24,70,72,72,71,73,65,58,70,65,72,60,74
T. ALARCÓN,O'HIGGINS,Campeonato PlanVital,DMF,21,75,75,62,68,68,58,70,70,78,72,68,65
L. CANOTTO,JUVE STABIA,Serie BKT,RWF,26,76,77,72,70,68,67,53,69,75,72,62,71
M. CABIT,METZ,Ligue 1 Uber Eats,LB,27,77,75,61,66,69,52,66,73,78,69,73,65
M. HEFELE,Free Agents,Free Agent,CB,30,63,60,62,65,67,46,71,87,73,68,75,63
G. KASTANOS,Free Agents,Free Agent,CMF,22,70,71,71,73,72,63,66,69,72,73,62,73
L. AMOS,QUEEN'S PARK BW,English 2nd Division,DMF,23,67,74,66,70,70,62,68,66,76,74,68,64
A. MACDONALD,ROTHERHAM RW,English 2nd Division,CB,28,69,68,60,62,66,58,73,75,79,66,72,58
SAMUEL SANTOS,JUVENTUDE,BRASILEIRÃO SÉRIE B 2020,RB,30,75,73,66,68,70,57,64,66,75,70,66,67
L. BOGDAN,LIVORNO,Serie BKT,CB,24,68,67,63,61,67,58,70,83,75,73,74,61
G. HEIN,AUXERRE,Ligue 2 BKT,AMF,24,75,77,71,70,72,67,50,61,70,74,62,78
V. THILL,METZ,Ligue 1 Uber Eats,AMF,20,75,74,75,74,72,64,54,63,72,70,60,72
S. GUSTAFSON,CREMONESE,Serie BKT,CMF,25,72,71,68,71,73,62,63,75,75,74,66,68
U. YUVAKURAN,BEŞİKTAŞ,Süper Lig,GK,23,57,51,47,51,55,40,47,79,57,81,70,51
A. PLIZZARI,Free Agents,Free Agent,GK,20,64,64,54,53,55,50,50,76,60,72,60,52
O. KAKABADZE,LUZERN,Raiffeisen Super League,RB,25,84,83,63,64,67,56,64,71,79,76,63,61
S. SCHRECK,GRONINGEN,Eredivisie,AMF,21,79,77,78,75,71,66,53,62,70,71,61,73
C. CAPONE,ATALANTA,Serie A TIM,LWF,21,74,75,75,73,67,71,48,72,71,70,62,69
DANI OJEDA,LEGANÉS AB,Spanish League,LWF,26,77,79,73,72,68,69,55,68,78,71,62,65
DANI LASURE,ZARAGOZA BA,Spanish 2nd Division,LB,26,74,71,63,66,66,56,67,69,82,66,63,65
M. SEPÚLVEDA,O'HIGGINS,Campeonato PlanVital,AMF,21,75,74,70,72,70,60,55,71,74,75,65,72
M. HONGLA,ANTWERP,Jupiler Pro League,DMF,22,74,76,67,67,68,58,67,67,70,75,64,68
G. GÓMEZ,RACING CLUB,Liga Profesional de Fútbol,GK,24,63,60,55,60,63,51,64,86,66,84,66,51
O. TYMCHYK,DYNAMO KYIV,Other European Leagues,RB,23,80,79,65,63,66,54,69,67,80,70,66,60
WELLINGTON CARVALHO,PONTE PRETA,BRASILEIRÃO SÉRIE B 2020,CB,27,68,66,59,62,62,45,78,80,68,66,75,58
L. DIAS,NÎMES,Ligue 1 Uber Eats,GK,21,60,62,45,48,54,40,46,78,55,79,60,49
ALBERTO RODRÍGUEZ,ÁLAVA AB,Spanish League,CB,23,65,64,61,65,65,52,74,77,71,68,76,62
ROMÉRCIO,GUARANI,BRASILEIRÃO SÉRIE B 2020,CB,23,71,70,60,60,61,45,77,77,68,66,73,57
VITOR CARVALHO,GIL VICENTE,Liga NOS,CMF,23,74,73,70,72,72,62,65,71,73,70,62,70
F. MAISTRO,Free Agents,Free Agent,CMF,22,75,76,71,70,72,66,54,73,74,77,66,69
D. HORGAN,WYCOMBE B,English 2nd Division,LMF,28,81,79,72,69,68,64,54,66,74,67,60,66
Y. MERDJI,AUXERRE,Ligue 2 BKT,CF,27,75,78,73,71,65,72,47,69,68,75,68,70
B. BRERETON,BLACKBURN BW,English 2nd Division,CF,21,85,88,71,68,65,68,56,72,75,72,67,65
BENITO RAMÍREZ,LAS PALMAS AA,Spanish 2nd Division,RMF,25,81,81,72,72,68,66,52,62,74,70,60,70
ÉRIC CURBELO,LAS PALMAS AA,Spanish 2nd Division,RB,26,77,81,60,65,65,55,66,70,77,68,63,68
E. DENIS,INDEPENDIENTE,Liga Profesional de Fútbol,CF,24,79,82,75,71,67,73,51,65,72,76,63,65
B. BADIBANGA,ROYAL EXCEL MOUSCRON,Jupiler Pro League,LWF,24,77,78,73,69,67,68,50,65,70,71,63,70
LUIZ OTAVIO,BOTAFOGO,BRASILEIRÃO ASSAÍ 2020,DMF,23,75,78,75,73,70,58,61,63,76,70,61,70
Y. NEYOU NOUPA,SAINT-ÉTIENNE,Ligue 1 Uber Eats,DMF,23,73,72,71,72,72,60,61,64,72,68,62,73
VINI LOCATELLI,CHAPECOENSE,BRASILEIRÃO SÉRIE B 2020,AMF,22,72,74,71,69,74,67,55,69,70,70,68,72
C. GOODE,BRENTFORD RW,English 2nd Division,CB,25,68,63,64,69,66,48,70,82,77,70,77,64
KANU,BOTAFOGO,BRASILEIRÃO ASSAÍ 2020,CB,23,74,70,69,64,67,47,74,75,73,69,73,58
A. KEITA,BELENENSES,Liga NOS,CF,28,87,85,69,67,65,69,56,86,73,77,62,65
RONALD,BOTAFOGO SP,BRASILEIRÃO SÉRIE B 2020,RWF,23,75,80,78,75,66,65,53,63,70,70,60,77
R. LEONARD,MILLWALL BW,English 2nd Division,CMF,28,78,75,67,71,71,57,62,75,78,73,67,65
M. TCHOKOUNTÉ,DUNKERQUE,Ligue 2 BKT,CF,32,70,69,68,67,66,70,51,89,74,68,78,65
M. CHAHIRI,STRASBOURG,Ligue 1 Uber Eats,LMF,24,75,78,73,72,70,70,50,70,68,72,64,72
O. SANGANTE,CHÂTEAUROUX,Ligue 2 BKT,DMF,29,72,64,65,68,68,54,68,82,80,67,71,60
R. PILLOT,CHÂTEAUROUX,Ligue 2 BKT,GK,30,59,60,47,50,59,42,47,77,62,76,61,45
R. BASQUE,LE HAVRE,Ligue 2 BKT,CMF,25,73,70,70,70,72,63,62,72,76,74,67,72
M. CORTÉS,CURICÓ UNIDO,Campeonato PlanVital,AMF,37,67,66,69,74,74,67,69,68,74,70,62,71
XANDÃO,CRB,BRASILEIRÃO SÉRIE B 2020,CB,30,67,66,62,66,67,45,73,80,70,80,73,60
CLÁUDIO FALCÃO,FARENSE,Liga NOS,DMF,26,72,72,66,70,67,56,68,68,75,70,63,71
R. JANSSEN,FORTUNA SITTARD,Eredivisie,LB,30,71,68,66,70,67,51,72,70,72,70,72,68
T. DEKKER,VVV,Eredivisie,RB,22,75,72,71,68,66,54,65,74,70,70,68,64
MARCOS DUTRA,PARANÁ,BRASILEIRÃO SÉRIE B 2020,GK,27,59,58,60,58,58,40,65,74,56,67,60,46
LUIS PEREA,LEGANÉS AB,Spanish League,CMF,23,73,69,63,71,71,59,71,81,74,69,73,67
D. HOLMAN,Free Agents,Free Agent,AMF,27,69,64,70,76,75,72,50,74,69,78,65,71
M. CAVION,ASCOLI,Serie BKT,CMF,26,73,74,69,68,71,66,60,70,78,75,64,68
ALBERTO NOGUERA,NUMANCIA R,Spanish 2nd Division,AMF,31,78,77,69,71,76,65,61,66,69,67,62,69
J. GUILLEMENOT,ST. GALLEN,Raiffeisen Super League,AMF,22,79,78,71,74,71,68,54,67,71,71,70,70
SERGIO RUIZ,LAS PALMAS AA,Spanish 2nd Division,CMF,26,71,73,65,72,72,63,67,68,78,68,65,68
DERLAN,CHAPECOENSE,BRASILEIRÃO SÉRIE B 2020,CB,24,73,71,60,56,66,45,71,75,71,65,76,57
