Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Type,Tot_Benes,Bene_Avg_Age
paulina,komso,nurse practitioner,31,65
jodi-ann,gardiner,certified registered nurse anesthetist (crna),19,70
tyson,frodsham,certified registered nurse anesthetist (crna),20,65
paige,skinner,physician assistant,18,77
jacob,miller,physical therapist in private practice,17,71
elizabeth,domico,audiologist,34,75
kellyann,o'brien,physician assistant,21,65
david,goodman,chiropractic,28,69
cynthia,casucci-hida,emergency medicine,15,68
leon,garcia,physician assistant,18,76
karen,carothers,emergency medicine,37,73
jennifer,mcniff,pathology,28,76
patrick,frawley,certified registered nurse anesthetist (crna),25,69
jeffery,ray,physical therapist in private practice,43,71
debra,marciniak,physician assistant,22,69
derek,whiddon,anesthesiology,37,70
phillip,ludwig,pulmonary disease,17,79
vincent,lasorsa,chiropractic,42,73
joe,robinson,anesthesiology,30,74
alistair,scriven,pulmonary disease,23,64
william,maxwell,obstetrics & gynecology,37,69
martin,mckeon,physical therapist in private practice,27,74
joseph,hayes,certified registered nurse anesthetist (crna),31,75
donald,smith,licensed clinical social worker,12,61
melissa,tharpe,nurse practitioner,33,67
janette,remling,physician assistant,19,66
steven,papandreas,chiropractic,30,69
donn,chatham,plastic and reconstructive surgery,44,76
bapanaiah,penugonda,anesthesiology,22,70
scott,thiele,obstetrics & gynecology,37,67
kelly,pierce,certified registered nurse anesthetist (crna),39,68
heath,jones,pathology,17,66
josephine,emole,hematopoietic cell transplantation and cellular therapy,20,67
david,desporte,physical therapist in private practice,25,73
justin,king,general surgery,34,73
michael,madsen,ophthalmology,27,73
kerri,tucker,nurse practitioner,56,69
frederick,knochel,chiropractic,32,67
kara,garber,nurse practitioner,25,73
katherine,anderson,physician assistant,22,69
elisa,bushman,obstetrics & gynecology,26,60
bhavesh,patel,internal medicine,19,69
tyler,skibba,chiropractic,48,72
robert,lampert,oral surgery (dentist only),22,75
amber,steffen,physical therapist in private practice,42,71
steffanie,standish,audiologist,35,66
emily,king,anesthesiology,19,67
lisa,dettmer,certified registered nurse anesthetist (crna),50,69
robert,turner,orthopedic surgery,18,75
angela,roman,certified registered nurse anesthetist (crna),20,71
david,bush,physical therapist in private practice,30,70
maya,herzog,occupational therapist in private practice,41,79
gary,sorcher,physician assistant,31,69
waseem,sous,hospitalist,15,77
mitzi,buckman,nurse practitioner,42,72
robert,hartman,physician assistant,26,71
john,mccarthy,chiropractic,33,71
tischina,moore,nurse practitioner,22,71
brittany,garcia,nurse practitioner,18,73
sara,serchen,physical therapist in private practice,36,70
andrew,gallagher,audiologist,17,75
daniel,epperson,emergency medicine,15,73
nicole,wallis,occupational therapist in private practice,23,71
carrie,campbell,nurse practitioner,24,76
amelia,burg,occupational therapist in private practice,30,71
james,mcdonald,chiropractic,40,73
khaleelur,zackariya,physical therapist in private practice,15,79
mark,minuto,chiropractic,39,70
eric,cancemi,anesthesiology,30,73
walter,schoutko,obstetrics & gynecology,42,69
eric,english,obstetrics & gynecology,41,70
wendy,dotson,certified nurse midwife,42,70
marigold,ardron,pathology,19,76
clark,haber,emergency medicine,18,68
pamela,williams,ophthalmology,25,70
fredi,jarmel,audiologist,26,79
frank,ledonne,chiropractic,52,71
arthur,kassis,chiropractic,39,73
maria,walton,"psychologist, clinical",20,66
robert,thoma,chiropractic,43,74
elizabeth,everett,physician assistant,25,71
mandi,johnson,family practice,14,74
amr,kouchouk,ophthalmology,17,70
joshua,stearns browning,chiropractic,23,72
michael,walery,family practice,19,73
deidra,debnam,physical therapist in private practice,34,69
kathy,kremer,physical therapist in private practice,36,71
cathryn,behnke,nurse practitioner,19,71
gerard,bernales,nurse practitioner,17,75
sharon,kirby,obstetrics & gynecology,20,75
brittany,davis,obstetrics & gynecology,21,71
shannan,massry,physician assistant,20,74
joseph,dhani,chiropractic,30,70
linda,liu,physician assistant,13,77
stephen,jensen,emergency medicine,36,67
linda,o'neal,physical therapist in private practice,36,77
kristina,stanfield,ophthalmology,28,64
elmira,jangi khatounabad,nurse practitioner,12,71
russett,mclemore,chiropractic,27,72
danielle,northrup,audiologist,23,71
anna,west,physician assistant,18,76
katie,iadonisi,nurse practitioner,15,74
thomas,lombardo,chiropractic,54,70
whitney,scott,physical therapist in private practice,30,71
alexander,lin,obstetrics & gynecology,26,68
hochang,lee,psychiatry,16,63
jennifer,lisle,orthopedic surgery,35,73
craig,finkelstein,chiropractic,39,71
michael,trimble,physician assistant,30,73
brent,ramsey,certified registered nurse anesthetist (crna),26,70
renu,gupta,internal medicine,19,67
william,dunlap,oral surgery (dentist only),24,76
steven,abshagen,physician assistant,29,69
luther,chau,chiropractic,55,73
douglas,cassidy,optometry,16,69
andrew,boyarsky,general surgery,22,75
mary,muench,certified registered nurse anesthetist (crna),24,70
ray,paschall,anesthesiology,14,72
anne,potter,physical therapist in private practice,30,76
fiona,ju,nurse practitioner,37,70
bruce,erhart,obstetrics & gynecology,24,69
michael,dooley,chiropractic,35,70
amy,van gheem,obstetrics & gynecology,28,66
sari,gruber,optometry,41,76
angila,johnson,physician assistant,21,78
mark,giebel,chiropractic,17,76
danielle,murgenovich,nurse practitioner,26,66
kelly,forster ivy,nurse practitioner,35,69
anna,clark,certified registered nurse anesthetist (crna),19,74
karah,hiatt,optometry,33,73
michael,hughes,occupational therapist in private practice,24,75
lydia,lam,maxillofacial surgery,33,72
laura,taylor,geriatric medicine,17,69
judy,griffin,nurse practitioner,26,67
zackary,jenniches,chiropractic,29,66
audra,adams,physician assistant,34,71
xuan,pham,obstetrics & gynecology,21,66
sara,ptasnik,internal medicine,22,75
ian,prochaska,physician assistant,13,71
jason,warren,nurse practitioner,22,76
sara,yuen,obstetrics & gynecology,24,71
kaity,pak,nurse practitioner,26,69
kassidy,bourgeois,physical therapist in private practice,42,72
hunter,keys,nurse practitioner,25,67
pooja,sangani,obstetrics & gynecology,20,65
brian,saliba,obstetrics & gynecology,28,70
meghan,richardson,nurse practitioner,25,68
danielle,linder,nurse practitioner,19,72
shannon,freedman,physician assistant,28,73
inconnu,neuro dynamics penn,independent diagnostic testing facility (idtf),15,69
stephanie,baxter,audiologist,22,76
cristina,hollowwa,physician assistant,18,72
mary,swift,physician assistant,32,70
benjamin,beuchler,physician assistant,36,68
shawn,khan,physician assistant,28,74
ashley,kreher,family practice,25,73
marie,mesmer,nurse practitioner,23,74
gloria,chun,physician assistant,20,73
jaines,andrades,nurse practitioner,13,77
harli,nagel,physical therapist in private practice,35,75
meagan,farley,certified registered nurse anesthetist (crna),23,63
madison,galier,physician assistant,22,71
toni,beck,nurse practitioner,13,78
diana,dsouza,physical therapist in private practice,13,78
molly,o'hearn,audiologist,22,73
john,calvert,physical therapist in private practice,41,70
michael,hickey,physical therapist in private practice,26,69
hannah,rutkowski,physician assistant,20,73
megan,weber,physician assistant,13,79
jennifer,lansman,physician assistant,38,74
jeffrey,lee,physician assistant,23,83
claire,kantor,nurse practitioner,13,73
karen,bartholomew,physical therapist in private practice,17,81
molly,breidenbaugh,physician assistant,17,74
katherine,dillon,nurse practitioner,14,76
timothy,kim,obstetrics & gynecology,33,60
patrick,kelley,plastic and reconstructive surgery,20,69
holly,desrosiers,physician assistant,37,70
peter,ackerman,anesthesiology,16,72
rebecca,wiegers,"psychologist, clinical",17,69
j,grant,obstetrics & gynecology,32,70
amit,garg,obstetrics & gynecology,21,68
robert,jaskot,obstetrics & gynecology,37,65
thomas,mahoney,obstetrics & gynecology,29,63
julie,rowlett,speech language pathologist,22,68
lesli,skolarus,neurology,17,72
chellammal,sakthi,internal medicine,19,72
nghia,phan,chiropractic,19,68
anthony,mencucci,physical therapist in private practice,29,76
frances,penick,chiropractic,20,72
timothy,mcpherson,occupational therapist in private practice,21,68
kenneth,ruf,chiropractic,20,69
roxana,hastings,optometry,21,76
zahra,harrison,nurse practitioner,28,69
elizabeth,wagner,maxillofacial surgery,31,72
tsun,ku,infectious disease,18,72
benjamin,bruce,orthopedic surgery,20,69
kristen,calnan,nurse practitioner,32,71
samuel,cornell,physical therapist in private practice,48,70
david,mayhew,radiation oncology,13,72
joseph,sisk,anesthesiology,27,66
mary,dockery,nurse practitioner,24,64
joseph,tribble,certified registered nurse anesthetist (crna),28,70
eva,martin,obstetrics & gynecology,30,66
adam,musich,chiropractic,45,64
christian,dunn,chiropractic,51,74
audra,collins,nurse practitioner,35,72
marvin,spicer,physical therapist in private practice,31,74
erin,najarian,nurse practitioner,16,73
cecilia,eckard,chiropractic,41,74
colleen,grassley,physician assistant,22,72
ashlynne,bachman,physical therapist in private practice,38,78
sydney,marshman,occupational therapist in private practice,17,75
bethany,theus,speech language pathologist,20,74
samantha,falkowski,nurse practitioner,16,73
mysty,chacko,physician assistant,17,72
jennifer,rios,certified clinical nurse specialist,14,66
cassandra,geiger,nurse practitioner,19,68
robert,anderson,physical therapist in private practice,38,75
sabrina,sassoui-dolan,nurse practitioner,13,75
jillian,eaton,nurse practitioner,17,72
joseph,papalia,chiropractic,30,71
darwin,conwell,gastroenterology,20,69
barry,handler,plastic and reconstructive surgery,36,74
kimberly,arlinghaus,psychiatry,16,74
guadalupe,macias,internal medicine,15,71
kenneth,thompson,obstetrics & gynecology,31,62
susan,janicke,nurse practitioner,20,70
christopher,roe,nurse practitioner,26,69
anthony,vertalino,physical therapist in private practice,39,71
michelle,doran,obstetrics & gynecology,37,69
erin,eckard,obstetrics & gynecology,26,66
brian,snyder,emergency medicine,27,70
natasha,furchtgott,oral surgery (dentist only),29,73
jenny,graber,obstetrics & gynecology,26,71
julie,bechtel,certified registered nurse anesthetist (crna),34,76
dennis,espitia,emergency medicine,21,71
joshua,filner,pulmonary disease,17,70
huong,timp,physician assistant,36,71
richard,gorgo,chiropractic,45,71
daurie,marsden,certified registered nurse anesthetist (crna),19,71
jeffery,cornell,physician assistant,25,69
megan,marsh,physician assistant,34,72
brian,sybo,maxillofacial surgery,43,70
maria,rodriguez ballestas,obstetrics & gynecology,23,73
brian,deluca,physical therapist in private practice,35,69
ashley,rowan,physician assistant,37,70
lindsey,kerlin,physical therapist in private practice,44,74
hratch,donikyan,physician assistant,21,71
kelly,harris,internal medicine,22,76
darrell,nettlow,internal medicine,15,71
christina,gleason,physician assistant,17,76
amanda,satterwhite,emergency medicine,19,71
nathaniel,otto,chiropractic,31,74
carolyn,luppens,general surgery,16,75
rebecca,gonzalez,obstetrics & gynecology,25,61
amad,qadeer,anesthesiology,20,69
tara,dorsey,nurse practitioner,34,70
jamie,bergmark,optometry,16,73
julianne,rolfes,physical therapist in private practice,43,75
joshua,pluim,audiologist,27,73
minna,george,physician assistant,13,69
rina,gupta,internal medicine,12,83
jonathon,miller,anesthesiology,30,70
shelby,ness,chiropractic,36,74
reuben,torres,physical therapist in private practice,29,74
laurene,liska,osteopathic manipulative medicine,16,75
nathaniel,schaffer,orthopedic surgery,16,74
jonathan,washatka,physical therapist in private practice,28,71
jeanine,osaurus,optometry,37,71
siyeon,seong,anesthesiology,35,70
rebecca,grome,audiologist,25,75
helena,wong,physical therapist in private practice,22,78
roberta,snead,nurse practitioner,23,73
alice,han,optometry,16,64
andrew,shumate,physician assistant,20,74
mohamed,mohamed,internal medicine,13,73
amy,james,physician assistant,16,72
natalie,dixon,audiologist,29,69
kaitlyn,scott,physical therapist in private practice,37,76
caroline,delong,physician assistant,19,70
drew,soda,physician assistant,39,69
thomas,dresser,nuclear medicine,14,72
brian,locker,obstetrics & gynecology,28,71
jennifer,brant,certified registered nurse anesthetist (crna),25,73
brian,mccomb,certified registered nurse anesthetist (crna),34,71
george,foster,obstetrics & gynecology,24,70
jeffrey,wallace,chiropractic,32,71
nanette,myers,family practice,12,68
margaret,webster,internal medicine,20,75
mark,eastland,chiropractic,36,72
keith,farrell,chiropractic,30,71
nivine,doran,anesthesiology,22,73
lisa,touchstone,physician assistant,17,68
kathleen,brown,nurse practitioner,27,63
jeremy,rausch,chiropractic,54,72
bruce,marts,emergency medicine,22,64
kent,ishihara,endocrinology,20,62
richard,ellenbogen,neurosurgery,38,67
david,aguiar,obstetrics & gynecology,26,69
suzanne,macdonald,emergency medicine,15,78
patricia,haase,nurse practitioner,13,78
tina,shore,certified registered nurse anesthetist (crna),35,68
patricia,harper,obstetrics & gynecology,20,63
donovan,ehrman,nurse practitioner,13,71
rula,geha,general surgery,14,76
antoine,johnson,maxillofacial surgery,34,72
uchenna,acholonu,obstetrics & gynecology,21,66
mohammed,qaisi,oral surgery (dentist only),30,73
jodi,bosak,anesthesiology,17,74
zhaomin,xu,colorectal surgery (proctology),39,64
jessica,durso,chiropractic,32,72
christine,davis,physician assistant,20,71
ashleigh,elmore,nurse practitioner,14,70
heidi,wood,physical therapist in private practice,31,72
jason,shupe,osteopathic manipulative medicine,31,71
leah,bess,anesthesiology,16,66
lisa,clanton,nurse practitioner,17,75
sravanthi,vegunta,ophthalmology,23,70
richard,tanner,general surgery,24,72
jordan,rutz,chiropractic,44,70
mary,baylon,obstetrics & gynecology,52,65
ying,chen,ophthalmology,19,73
erica,mcmahon,physical therapist in private practice,33,73
nicholas,lee,hospitalist,17,68
nuwan,gunawardhana,infectious disease,24,72
jishu,motta,internal medicine,16,72
veronica,manzo,internal medicine,13,73
nathaniel,allen,certified registered nurse anesthetist (crna),26,71
shannon,brougher,internal medicine,13,74
hope,merkley,nurse practitioner,14,72
nicole,veldkamp,physical therapist in private practice,24,69
igor,grosman,physician assistant,38,71
mckenzie,veldhuizen,family practice,24,69
leah,htet,occupational therapist in private practice,45,71
joseph,domek,physical therapist in private practice,41,72
stephanie,goudiss,physical therapist in private practice,39,68
laura,korthauer gilmour,"psychologist, clinical",22,75
brittany,sproul,nurse practitioner,15,74
rachel,wai,physician assistant,23,72
tayler,white,occupational therapist in private practice,19,72
frank,lexa,diagnostic radiology,16,68
